"t"	"glc"	"gln"	"cys2o"	"xct"	"ros[t]"	"ca[t]"	"gsh[t]"	"gssg[t]"	"nadph[t]"	"cys2[t]"	"cys[t]"	"pptaseRed[t]"	"rtkPhos[t]"	"glu[t]"	"ros'[t]"	"ca'[t]"	"gsh'[t]"	"gssg'[t]"	"nadph'[t]"	"cys2'[t]"	"cys'[t]"	"pptaseRed'[t]"	"rtkPhos'[t]"	"glu'[t]"
553	3	2000	200	3	0.8795636192138818	0.979563619231207	94.37522445021817	1484.5309248962747	0.03688848648633521	155.0099966213065	867.9074941873139	0.05176021682702081	0.016191652999507443	1906.0280554881665	-1.1577664157289356e-11	-1.1859066245589758e-11	2.2323419481063135e-9	2.5755559697999144e-7	-4.622061690046331e-12	1.9761938207942742e-8	2.0872750289191217e-9	9.205513766380657e-13	-2.507395186772711e-13	-1.70849097913648e-9
554	3	2000	200	3	0.8795636192023976	0.9795636192194308	94.37522445243124	1484.5309251510741	0.036888486481763655	155.00999664085725	867.90749418946	0.051760216827933636	0.016191652999258267	1906.0280554865383	-1.139993670196985e-11	-1.1702762336921198e-11	2.195566604354676e-9	2.5225282253541584e-7	-4.5248368907154766e-12	1.9355564924497784e-8	2.2055869395467307e-9	9.058187026698326e-13	-2.4780435529404493e-13	-1.5513437840133178e-9
555	3	2000	200	3	0.8795636191910636	0.9795636192077828	94.37522445461279	1484.530925401199	0.03688848647727798	155.0099966600497	867.9074941917265	0.051760216828833895	0.01619165299901144	1906.0280554850578	-1.1277045106228084e-11	-1.1602608285720936e-11	2.169280533071726e-9	2.482062131096097e-7	-4.450298282168014e-12	1.9045366884044492e-8	2.3282720419716787e-9	8.954228766487917e-13	-2.4604897636828564e-13	-1.4123322778736492e-9
556	3	2000	200	3	0.8795636191798252	0.9795636191962068	94.37522445677331	1484.5309256479052	0.036888486472855496	155.00999667898003	867.9074941941179	0.051760216829725925	0.016191652998765776	1906.0280554837075	-1.1208989370064061e-11	-1.1558604091988973e-11	2.1534837342574636e-9	2.4541576870257305e-7	-4.398445864403943e-12	1.883134408658287e-8	2.455330336193966e-9	8.893638985749435e-13	-2.454733818999932e-13	-1.2914564607174743e-9
557	3	2000	200	3	0.8795636191686275	0.9795636191846468	94.37522445892326	1484.5309258924492	0.03688848646847352	155.00999669774444	867.9074941966386	0.05176021683061407	0.0161916529985201	1906.028055482469	-1.1195769493477778e-11	-1.1570749755725306e-11	2.148176207911888e-9	2.4388148931430596e-7	-4.369279637423263e-12	1.8713496532112916e-8	2.586761822213592e-9	8.876417684482878e-13	-2.460775718891677e-13	-1.188716332544793e-9
558	3	2000	200	3	0.8795636191574154	0.9795636191730467	94.37522446107316	1484.530926136087	0.036888486464109374	155.0099967164391	867.907494199293	0.051760216831502656	0.01619165299827323	1906.028055481324	-1.1237385476469236e-11	-1.1639045276929942e-11	2.1533579540350005e-9	2.436033749448083e-7	-4.3627996012259735e-12	1.869182422063463e-8	2.722566500030557e-9	8.902564862688245e-13	-2.4786154633580905e-13	-1.1041118933556054e-9
559	3	2000	200	3	0.8795636191461343	0.97956361916135	94.37522446323348	1484.5309263800748	0.03688848645974036	155.00999673516014	867.9074942020852	0.051760216832396025	0.016191652998023984	1906.0280554802546	-1.1333837319038437e-11	-1.1763490655602873e-11	2.1690289726268e-9	2.4458142559408e-7	-4.3790057558120754e-12	1.876632715214801e-8	2.862744369644862e-9	8.97208052036554e-13	-2.508253052399173e-13	-1.037643143149911e-9
560	3	2000	200	3	0.8795636191347295	0.979563619149501	94.3752244654147	1484.5309266256686	0.0368884864553438	155.0099967540038	867.9074942050198	0.05176021683329852	0.016191652997771186	1906.0280554792428	-1.1485125021185376e-11	-1.1944085891744104e-11	2.1951892636872868e-9	2.4681564126212133e-7	-4.417898101181568e-12	1.893700532665306e-8	3.007295431056505e-9	9.084964657514757e-13	-2.549688486014924e-13	-9.893100819277108e-10
561	3	2000	200	3	0.8795636191231458	0.9795636191374432	94.37522446762735	1484.5309268741246	0.036888486450897005	155.00999677306623	867.9074942081013	0.051760216834214466	0.016191652997513652	1906.02805547827	-1.169124858291006e-11	-1.2180830985353632e-11	2.231838827216461e-9	2.5030602194893206e-7	-4.479476637334452e-12	1.9203858744149773e-8	3.156219684265488e-9	9.241217274135903e-13	-2.6029217642053446e-13	-9.59112709689004e-10
562	3	2000	200	3	0.8795636191113286	0.9795636191251206	94.37522446988189	1484.5309271266992	0.03688848644637728	155.0099967924436	867.9074942113338	0.051760216835148205	0.016191652997250207	1906.0280554773183	-1.1952208004212482e-11	-1.2473725936431458e-11	2.2789776632143228e-9	2.550525676545123e-7	-4.563741364270726e-12	1.9566887404638157e-8	3.3095171292718095e-9	9.440838370228973e-13	-2.667952886970434e-13	-9.470510264337905e-10
563	3	2000	200	3	0.8795636190992231	0.979563619112477	94.3752244721888	1484.5309273846485	0.03688848644176196	155.00999681223206	867.9074942147217	0.05176021683610408	0.01619165299697967	1906.02805547637	-1.2268003285092647e-11	-1.2822770744977583e-11	2.3366057716808718e-9	2.61055278378862e-7	-4.670692281990393e-12	2.002609130811821e-8	3.4671877660754702e-9	9.683827945793968e-13	-2.7447818543101916e-13	-9.53125032162071e-10
564	3	2000	200	3	0.8795636190870936	0.979563619099801	94.37522447449882	1484.53092764303	0.03688848643713826	155.00999683205202	867.9074942181123	0.05176021683706147	0.016191652996708394	1906.0280554753704	-1.1474245025406133e-11	-1.1970857294849404e-11	2.1867111270594338e-9	2.4569182856206114e-7	-4.399128374165315e-12	1.8844999671604388e-8	3.057390208704118e-9	9.060042168609554e-13	-2.558581208031916e-13	-1.106242575019776e-9
565	3	2000	200	3	0.8795636190764621	0.9795636190887376	94.37522447652712	1484.5309278723778	0.03688848643302855	155.0099968496416	867.9074942207461	0.051760216837901434	0.01619165299647237	1906.028055474139	-9.80497123319124e-12	-1.0173676909138839e-11	1.8729296886340383e-9	2.1330588076988326e-7	-3.825617350127077e-12	1.635735980390482e-8	2.219626523586689e-9	7.752015567937445e-13	-2.165751064514867e-13	-1.3524109949159682e-9
566	3	2000	200	3	0.8795636190674513	0.9795636190794185	94.37522447825073	1484.5309280702463	0.03688848642947637	155.0099968648132	867.9074942225706	0.0517602168386144	0.016191652996274467	1906.028055472673	-8.23274212770977e-12	-8.4821161060602e-12	1.5773030151402963e-9	1.8273332219552004e-7	-3.284072403912614e-12	1.4009095598752945e-8	1.438715352160567e-9	6.519831558371182e-13	-1.7961815870782784e-13	-1.5757440340359333e-9
567	3	2000	200	3	0.8795636190599643	0.9795636190717382	94.37522447968779	1484.530928238449	0.03688848642644975	155.00999687770624	867.9074942236425	0.05176021683920793	0.01619165299611236	1906.0280554709952	-6.757557708961733e-12	-6.896174885613492e-12	1.2998311065782092e-9	1.539741528389717e-7	-2.7744935355219287e-12	1.1800207056148771e-8	7.146566944257488e-10	5.363490139910775e-13	-1.4498727757221504e-13	-1.7762416923796735e-9
568	3	2000	200	3	0.8795636190539039	0.9795636190655909	94.37522448085645	1484.530928378799	0.036888486423916726	155.00999688846008	867.9074942240188	0.05176021683968962	0.01619165299598372	1906.0280554691283	-5.379417976947116e-12	-5.415853247798707e-12	1.040513962947776e-9	1.2702837270023808e-7	-2.2968807449550192e-12	9.730694176092291e-9	4.745055038223442e-11	4.2829913125562164e-13	-1.1268246304464824e-13	-1.953903969947189e-9
569	3	2000	200	3	0.8795636190491731	0.9795636190608712	94.37522448177486	1484.53092849311	0.036888486421845335	155.00999689721408	867.9074942237563	0.051760216840067055	0.016191652995886218	1906.0280554670949	-4.098322931665926e-12	-4.041151192615852e-12	7.993515842489967e-10	1.0189598177931916e-7	-1.8512340322118855e-12	7.800556958583513e-9	-5.62903079969973e-10	3.2783350763075077e-13	-8.270371512512749e-14	-2.1087308667384785e-9
570	3	2000	200	3	0.8795636190456749	0.9795636190574734	94.3752244824612	1484.5309285831954	0.036888486420203606	155.00999690410765	867.907494222912	0.05176021684034782	0.016191652995817537	1906.0280554649182	-2.9142725731181614e-12	-2.772068720064925e-12	5.763439704818706e-10	7.857698007621505e-8	-1.4375533972925286e-12	6.00979540362244e-9	-1.1164041966308732e-9	2.3495214311646553e-13	-5.5051033813652746e-14	-2.2407223827535415e-9
571	3	2000	200	3	0.8795636190433122	0.9795636190552919	94.3752244829336	1484.5309286508684	0.036888486418959573	155.00999690928012	867.9074942215425	0.05176021684053949	0.01619165299577534	1906.028055462621	-1.8272669013038216e-12	-1.6086058301459366e-12	3.7149112164639873e-10	5.707136759092561e-8	-1.0558388401969479e-12	4.3584095112090615e-9	-1.6130527996004699e-9	1.4965503771276478e-13	-2.972441911022406e-14	-2.3498785179923795e-9
572	3	2000	200	3	0.879563619041988	0.979563619054221	94.37522448321023	1484.5309286979427	0.03688848641808127	155.00999691287092	867.9074942197049	0.05176021684064965	0.01619165299575731	1906.0280554602261	-8.37305916222909e-13	-5.507625228588658e-13	1.847930377425816e-10	3.737914432345101e-8	-7.060903609251428e-13	2.8463992813433815e-9	-2.0528488888787643e-9	7.194219141964985e-14	-6.7238710148414326e-15	-2.4361992724549932e-9
573	3	2000	200	3	0.8795636190416052	0.9795636190541551	94.37522448330924	1484.5309287262312	0.03688848641753673	155.0099969150194	867.9074942174558	0.0517602168406859	0.01619165299576112	1906.0280554577564	5.561038212458191e-14	4.0146120179627437e-13	1.624971877041762e-11	1.9500310273791167e-8	-3.883079594771146e-13	1.473764714025396e-9	-2.4357924644657535e-9	1.813604237119435e-15	1.3950610472495191e-14	-2.499684646141379e-9
574	3	2000	200	3	0.8795636190420668	0.9795636190549887	94.37522448324879	1484.5309287375478	0.036888486417293996	155.00999691586492	867.9074942148521	0.051760216840655814	0.01619165299578444	1906.0280554552344	8.514819937386395e-13	1.2480653438194873e-12	-1.341388352700921e-10	3.434865441945982e-9	-1.0249163585286311e-13	2.4050580925511763e-10	-2.7618835263614337e-9	-6.073072383482518e-14	3.2299025351785904e-14	-2.5403346390515415e-9
575	3	2000	200	3	0.8795636190432758	0.979563619056616	94.37522448304702	1484.5309287337054	0.0368884864173211	155.00999691554685	867.907494211951	0.05176021684056697	0.01619165299582494	1906.0280554526832	1.5503089186192785e-12	1.98904990321077e-12	-2.663726243789478e-10	-1.0817190172084396e-8	1.5135860994761232e-13	-8.533774329674665e-10	-3.0311220745658104e-9	-1.1569079279618526e-13	4.832137362303033e-14	-2.558149251185478e-9
576	3	2000	200	3	0.8795636190451351	0.9795636190589316	94.37522448272209	1484.5309287165178	0.03688848641758606	155.0099969142046	867.9074942088089	0.051760216840426955	0.016191652995880306	1906.0280554501257	2.1520911567664915e-12	2.6244148799701185e-12	-3.804516485561493e-10	-2.32558565683e-8	3.732427779243126e-13	-1.8078850126423556e-9	-3.243508109078882e-9	-1.6306660264696013e-13	6.201765528622897e-14	-2.553128482543189e-9
577	3	2000	200	3	0.8795636190475477	0.9795636190618296	94.37522448229217	1484.5309286877982	0.03688848641805693	155.00999691197754	867.9074942054829	0.051760216840243366	0.0161916529959482	1906.0280554475846	2.6568287081802796e-12	3.1541602740975453e-12	-4.763759078016968e-10	-3.388113374670085e-8	5.631608680772353e-13	-2.6230169297695356e-9	-3.399041629900649e-9	-2.028581533871497e-13	7.338787034138134e-14	-2.5252723331246737e-9
578	3	2000	200	3	0.8795636190504165	0.9795636190652047	94.37522448177539	1484.53092864936	0.036888486418701724	155.00999690900503	867.9074942020297	0.05176021684002377	0.016191652996026304	1906.0280554450828	3.0645215728606367e-12	3.5782860855930428e-12	-5.541454021155905e-10	-4.269302170728696e-8	7.211128804063824e-13	-3.2987731843490223e-9	-3.497722637031112e-9	-2.35065445016754e-13	8.243201878848787e-14	-2.474580802929933e-9
579	3	2000	200	3	0.8795636190536443	0.9795636190689511	94.37522448118993	1484.5309286030167	0.0368884864194885	155.00999690542645	867.9074941985064	0.05176021683977576	0.01619165299611229	1906.028055442643	3.375169750807573e-12	3.896792314456606e-12	-6.137601314978298e-10	-4.969152045005838e-8	8.470988149117521e-13	-3.8351537763808125e-9	-3.5395511304702664e-9	-2.5968847753577347e-13	8.915010062754823e-14	-2.4010538919589666e-9
580	3	2000	200	3	0.8795636190571344	0.9795636190729631	94.37522448055392	1484.5309285505814	0.036888486420385266	155.0099969013812	867.9074941949696	0.05176021683950692	0.01619165299620383	1906.0280554402882	3.5887732420210806e-12	4.109678960688252e-12	-6.552200959484166e-10	-5.487662997501497e-8	9.411186715933467e-13	-4.2321587058648995e-9	-3.52452711021812e-9	-2.7672725094420784e-13	9.354211585856269e-14	-2.304691600211776e-9
581	3	2000	200	3	0.8795636190607896	0.9795636190771352	94.37522447988553	1484.5309284938678	0.03688848642136008	155.0099968970086	867.9074941914763	0.05176021683922483	0.0161916529962986	1906.0280554380413	3.705332046501165e-12	4.216946024287958e-12	-6.785252954673481e-10	-5.824835028215682e-8	1.003172450451165e-12	-4.489787972801284e-9	-3.4526505762746632e-9	-2.8618176524205673e-13	9.5608064481531e-14	-2.1854939276883594e-9
582	3	2000	200	3	0.8795636190645127	0.9795636190813618	94.37522447920293	1484.5309284346893	0.03688848642238096	155.00999689244807	867.9074941880833	0.051760216838937084	0.01619165299639427	1906.028055435925	3.724846164247824e-12	4.2185935052557425e-12	-6.836757300546265e-10	-5.980668137148391e-8	1.0332601514852069e-12	-4.6080415771899775e-9	-3.3239215286399064e-9	-2.8805202042932056e-13	9.534794649645336e-14	-2.043460874388717e-9
583	3	2000	200	3	0.8795636190682069	0.9795636190855371	94.37522447852425	1484.5309283748588	0.036888486423415946	155.00999688783898	867.9074941848475	0.05176021683865126	0.01619165299648852	1906.028055433962	3.6473155952610586e-12	4.114621403591597e-12	-6.706713997102502e-10	-5.9551623242996254e-8	1.0313817746954725e-12	-4.58691951903097e-9	-3.138339967313842e-9	-2.8233801650599946e-13	9.27617619033296e-14	-1.8785924403128496e-9
584	3	2000	200	3	0.879563619071775	0.9795636190895558	94.37522447786763	1484.5309283161905	0.03688848642443307	155.0099968833207	867.9074941818255	0.05176021683837494	0.016191652996579018	1906.0280554321753	3.472740339540863e-12	3.9050297192955196e-12	-6.395123044342199e-10	-5.7483175896693905e-8	9.97537320081961e-13	-4.426421798324259e-9	-2.8959058922964733e-9	-2.6903975347209334e-13	8.784951070215979e-14	-1.6908886254607559e-9
585	3	2000	200	3	0.87956361907512	0.979563619093312	94.37522447725127	1484.530928260497	0.036888486425400366	155.0099968790326	867.9074941790745	0.05176021683811571	0.016191652996663444	1906.0280554305878	3.201120397087245e-12	3.5898184523675202e-12	-5.901984442265358e-10	-5.360133933257676e-8	9.317267876446745e-13	-4.1265484150698505e-9	-2.5966193035877994e-9	-2.4815723132760174e-13	8.061119289294408e-14	-1.4803494298324367e-9
586	3	2000	200	3	0.879563619078145	0.9795636190967002	94.37522447669329	1484.5309282095923	0.036888486426285866	155.00999687511404	867.9074941766512	0.05176021683788115	0.016191652996739466	1906.0280554292224	2.8324557679002004e-12	3.168987602807585e-12	-5.227298190871977e-10	-4.7906113550644835e-8	8.339501773836112e-13	-3.6872993692677518e-9	-2.2404802011878195e-9	-2.1969045007252502e-13	7.10468084756823e-14	-1.2469748534278917e-9
587	3	2000	200	3	0.8795636190807526	0.9795636190996148	94.37522447621186	1484.5309281652892	0.03688848642705761	155.00999687170446	867.9074941746126	0.051760216837678855	0.01619165299680476	1906.0280554281014	2.3667464519797305e-12	2.6425371706157264e-12	-4.3710642901620553e-10	-4.039749855089822e-8	7.042074892987717e-13	-3.1086746609179433e-9	-1.8274885850965362e-9	-1.8363940970686348e-13	5.915635745037441e-14	-9.90764896247122e-10
588	3	2000	200	3	0.8795636190828461	0.9795636191019501	94.37522447582512	1484.5309281294017	0.03688848642768362	155.00999686894315	867.9074941730153	0.0517602168375164	0.016191652996857004	1906.0280554272483	1.803992449325837e-12	2.0104671557919376e-12	-3.333282740135598e-10	-3.107549433333678e-8	5.424987233901561e-13	-2.39067429002044e-9	-1.3576444553139485e-9	-1.4000411023061682e-13	4.493983981702048e-14	-7.117195582901269e-10
589	3	2000	200	3	0.8795636190843282	0.9795636191036006	94.37522447555125	1484.5309281037428	0.03688848642813195	155.00999686696957	867.9074941719161	0.051760216837401375	0.016191652996893867	1906.0280554266856	1.1441937599385164e-12	1.272777558336218e-12	-2.1139535407925968e-10	-1.9940100897960642e-8	3.488238796577643e-13	-1.53329825657524e-9	-8.309478118400524e-10	-8.878455164378494e-14	2.8397255575620626e-14	-4.098388395569059e-10
590	3	2000	200	3	0.8795636190851022	0.9795636191044604	94.37522447540839	1484.5309280901258	0.036888486428370615	155.00999686592303	867.9074941713723	0.05176021683734136	0.01619165299691302	1906.0280554264364	3.8735038381776974e-13	4.294683782485722e-13	-7.130766921330615e-11	-6.99131824476968e-9	1.2318295810159571e-13	-5.365465605823386e-10	-2.4739865467485195e-10	-2.998073394636763e-14	9.528604726174695e-15	-8.51227400474595e-11
591	3	2000	200	3	0.8795636190850706	0.9795636191044242	94.37522447541468	1484.5309280903646	0.03688848642836766	155.00999686594292	867.9074941714404	0.05176021683734394	0.016191652996912147	1906.028055426523	-4.665376790364031e-13	-5.19460384471002e-13	8.69347805843018e-11	7.770853626235949e-9	-1.3442404127834824e-13	5.995807979582643e-10	3.9300301618165116e-10	3.6407342861634603e-14	-1.166611273131731e-14	2.6242874023821237e-10
592	3	2000	200	3	0.8795636190841367	0.9795636191033863	94.37522447558831	1484.530928106272	0.036888486428091116	155.00999686716864	867.9074941721773	0.0517602168374167	0.016191652996888916	1906.0280554269686	-1.4174704286239997e-12	-1.574008729822504e-12	2.6333199531356375e-10	2.4346414715056338e-8	-4.239971184820692e-13	1.875083819046561e-9	1.0902572007294607e-9	1.1037967878022186e-13	-3.5186896796855363e-14	6.328156013001097e-10
593	3	2000	200	3	0.8795636190822033	0.979563619101241	94.3752244759474	1484.530928139662	0.03688848642750901	155.00999686973955	867.9074941736399	0.05176021683756723	0.016191652996841	1906.0280554277963	-2.4654478649450224e-12	-2.734176657805936e-12	4.578839749744796e-10	4.273536502169153e-8	-7.455362735095661e-13	3.2899625026825596e-9	1.8443638989685761e-9	1.9193627380939433e-13	-6.103374747043937e-14	1.0260378431382333e-9
594	3	2000	200	3	0.8795636190791735	0.9795636190978828	94.37522447651013	1484.5309281923473	0.03688848642658939	155.00999687379502	867.907494175885	0.0517602168378031	0.016191652996766073	1906.0280554290284	-3.6104699879994705e-12	-3.999964168421296e-12	6.705907195670495e-10	6.293770454614142e-8	-1.0990415063608398e-12	4.844216848866259e-9	2.6553231108989955e-9	2.81077127949152e-13	-8.920666475206947e-14	1.4420954657525817e-9
595	3	2000	200	3	0.8795636190749501	0.9795636190932059	94.37522447729464	1484.5309282661417	0.03688848642530027	155.00999687947444	867.9074941789694	0.05176021683813191	0.01619165299666181	1906.028055430688	-4.852536797787344e-12	-5.371371261668586e-12	9.014522290912733e-10	8.495343328840608e-8	-1.4845128170358894e-12	6.537846857597654e-9	3.5231348365207204e-9	3.7780224119949475e-13	-1.1970564864174557e-13	1.8809884691431556e-9
596	3	2000	200	3	0.879563619069436	0.9795636190871048	94.37522447831908	1484.5309283628585	0.03688848642360971	155.00999688691718	867.9074941829501	0.05176021683856123	0.016191652996525887	1906.028055432798	-6.191648294308645e-12	-6.848397937547803e-12	1.150468503547151e-9	1.0878255124848552e-7	-1.901950205534715e-12	8.370852528876748e-9	4.4477990758337505e-9	4.821116135604225e-13	-1.5253069913946774e-13	2.342716853309955e-9
597	3	2000	200	3	0.8795636190625343	0.9795636190794739	94.37522447960163	1484.5309284843113	0.03688848642148572	155.0099968962626	867.9074941878839	0.05176021683909866	0.016191652996355974	1906.028055435381	-7.627804477563369e-12	-8.431044196058947e-12	1.4176395429346826e-9	1.344250584263797e-7	-2.3513536718573173e-12	1.0343233862703543e-8	5.429315828838086e-9	5.940052450319355e-13	-1.8768181624523592e-13	2.8272806182529805e-9
598	3	2000	200	3	0.879563619054148	0.9795636190702075	94.37522448116042	1484.5309286323131	0.03688848641889634	155.0099969076501	867.9074941938277	0.05176021683975177	0.016191652996149747	1906.0280554384601	-9.16100534755152e-12	-1.0119310037202022e-11	1.7029653472538684e-9	1.6188095482208863e-7	-2.8327232160036955e-12	1.2454990859078038e-8	6.467685095533725e-9	7.134831356140337e-13	-2.2515899995905012e-13	3.334679763972231e-9
599	3	2000	200	3	0.87956361904418	0.9795636190592001	94.37522448301361	1484.5309288086776	0.036888486415809614	155.00999692121906	867.9074942008383	0.05176021684052815	0.01619165299590488	1906.028055442058	-1.0791250904273094e-11	-1.1913195460977025e-11	2.006445916504708e-9	1.911502404356123e-7	-3.34605883797385e-12	1.4706123518000228e-8	7.562906875920671e-9	8.405452853067169e-13	-2.649622502809104e-13	3.8649142904677065e-9
600	3	2000	200	3	0.8795636190325332	0.9795636190463459	94.37522448517936	1484.5309290152181	0.03688848641219357	155.0099969371088	867.9074942089725	0.05176021684143539	0.016191652995619046	1906.0280554461976	-1.2518541147728097e-11	-1.3812700467383957e-11	2.328081250687202e-9	2.2223291526695073e-7	-3.891360537767781e-12	1.709663183947012e-8	8.714981169998921e-9	9.751916941099853e-13	-3.0709156721081666e-13	4.417984197739408e-9
0	6	2000	200	3	0.0011004364350926115	0.10110043643509262	2862.7623149642886	100.33739219717576	0.8829376627450988	6.476203708954218	867.9074943067577	0.09999615618058633	0.00909122677303604	1906.0280554150588	-15.553569532758246	4.336808689942018e-19	2.842170943040401e-14	-2.842170943040401e-14	-990.4709648871122	-2.842170943040401e-14	5.683647996690411e-14	-2.3978215246689416e-15	-1.734723475979596e-18	2.8421709430385965e-14
1	6	2000	200	3	0.0011454319401980003	0.10108601478337148	2660.881104448308	199.15304008435686	0.11449826285453454	45.9566598242704	807.2978246446335	0.09999569902024687	0.009091231852878672	1910.1302685016374	0.00016813326920509653	0.00005941710327918165	-192.95208519319732	93.72811720434606	-0.023168509552268103	14.053000469659056	-3.574111069812663	-9.430998683690058e-7	3.597385110785631e-8	5.142946077463289
2	6	2000	200	3	0.001320833312342311	0.10118737498736818	2480.4579269378746	286.7805366181355	0.09956541085283324	55.407098244365606	812.6098861388834	0.0999946797414857	0.00909128613842735	1914.7423725056217	0.0001822694932276277	0.0001334583364790489	-168.40001925384956	81.86921760672465	-0.01029566475634665	6.827898083691487	9.417936439505699	-1.09530004895342e-6	6.892765928422443e-8	3.922440556451472
3	6	2000	200	3	0.0015098271467882055	0.10134056225930044	2322.6263956550815	363.66311149423154	0.09120152952205009	61.22225671716872	822.3593872675741	0.09999350531364018	0.009091365415088757	1917.9317491593952	0.00019581613064277844	0.00016926502654163007	-148.00960694833464	72.26117241199825	-0.006935172787434574	5.106942776520839	9.444557708830068	-1.2560910882502665e-6	8.849912075819612e-8	2.4943214850940802
4	6	2000	200	3	0.001712805681958455	0.10152147544615854	2183.0919853438327	431.94337612590215	0.08516145007273357	65.9220060995845	830.9975153918227	0.09999216141041199	0.009091461991259372	1919.835846542773	0.0002103563314321311	0.00019133034675919764	-131.64930320836547	64.57490864529055	-0.0052916918274474225	4.364805821975782	7.772649847154782	-1.4352112440320381e-6	1.0445205016771199e-7	1.369773266801472
5	6	2000	200	3	0.0019310228060270935	0.1017218674934924	2058.3035275133875	493.28690110041043	0.08042409641170002	70.03681323782553	837.9190753312799	0.09999062721106122	0.009091574329238173	1920.7763187517817	0.00022634027180273527	0.00020915507831781871	-118.37006929603118	58.31556748759981	-0.004249925407546197	3.8904542852951947	6.110352862112613	-1.6373585007482695e-6	1.2037182538927023e-7	0.5587477755908635
6	6	2000	200	3	0.0021660455691414238	0.10193962229744054	1945.5819810405378	548.9273796245968	0.0765611463387608	73.73898089739036	843.3162871921178	0.09998887768227659	0.009091703205526151	1921.0372699818777	0.00024400185378127976	0.0002264232431770919	-107.408202054139	53.11875532291035	-0.003514384550486332	3.5271376802378844	4.735446669525783	-1.8665509287533946e-6	1.3768203027865884e-7	-0.0003491512880827406
7	6	2000	200	3	0.002419655707846108	0.10217503246378028	1842.8974079695863	599.7942592184123	0.07333324117804693	77.1123830247984	847.487970230115	0.09998688363691613	0.0090918503935376	1920.8386364999078	0.0002635522573850747	0.0002446233922418195	-98.22064800373428	48.73395973487913	-0.002966298686897633	3.2284434812172362	3.6532714702916427	-2.127183194261062e-6	1.5708735528529637e-7	-0.36999980230484075
8	6	2000	200	3	0.0026938617948863244	0.1024294132878208	1748.6781986172025	646.6075652302856	0.07058696846187325	80.21099356914068	850.7049241876673	0.09998461110364998	0.009092018246240943	1920.3432383562733	0.00028524119891172497	0.00026444967792001677	-90.4244287641399	44.987766544374956	-0.0025436036499526618	2.9753849869327915	2.8174139957011954	-2.4244970275502315e-6	1.7909215145125147e-7	-0.6013458296376695
9	6	2000	200	3	0.0029909480015345665	0.10270461623305598	1661.6791384614248	689.9403713805608	0.06821663168023492	83.07484535508783	853.1877059890377	0.09998202032332981	0.009092209604413813	1919.6686260704028	0.0003093708435375382	0.00028633177431974035	-83.74137339693475	41.75557011982658	-0.00220961344355919	2.757592162057776	2.176972539912244	-2.7648709795754376e-6	2.0418504333886717e-7	-0.7341069366126745
10	6	2000	200	3	0.0033135453863934973	0.10300288992206194	1580.8919320004995	730.2599745667143	0.06614606249537686	85.73570063518764	855.1094098612418	0.0999790643792725	0.009092427834565531	1918.897961442251	0.00033633453156509113	0.00031065558788313563	-77.97112754163814	38.94819474778122	-0.0019408682244002177	2.56844587736624	1.6885382643861937	-3.1562989287650203e-6	2.3293839919824884e-7	-0.7977491460488301
11	6	2000	200	3	0.0036647259760909183	0.10332688132079162	1505.4835177498617	767.9557417412552	0.0643185534261804	88.21967674380845	856.6035169208484	0.0999756873717857	0.009092676930266306	1918.0887957098134	0.00036663051555357813	0.00033784478363896325	-72.96211354579118	36.49826397689306	-0.0017214186580606023	2.4031547328548664	1.3165400877832332	-3.608886958633962e-6	2.660456544234808e-7	-0.8142015978174103
12	6	2000	200	3	0.0040481276194756916	0.1036797067939406	1434.7521836984117	803.3586466752031	0.06269073013402546	90.54876485467626	857.7719331094155	0.09997182195335604	0.009092961667118885	1917.2799442682494	0.000400897183509423	0.00036842110110295534	-68.60051219915402	34.35514007711958	-0.0015399079709835634	2.258153576010123	1.033061904189903	-4.1355636178066035e-6	3.0438566992727524e-7	-0.7993563781709414
13	6	2000	200	3	0.0044681188486154376	0.1040650712520554	1368.095722832607	836.7553382412744	0.061228748273504593	92.74183162016503	858.6918653998329	0.0999673859928798	0.009093287817672727	1916.4966766855782	0.0004399673598862585	0.00040304789953712883	-64.79990894337782	32.480267871719484	-0.001388536560522994	2.1307158958739043	0.8164205652264386	-4.753176908668019e-6	3.490866409721928e-7	-0.7646189972845142
14	6	2000	200	3	0.004930023317715491	0.10448743696414414	1304.987394007663	868.398738072073	0.059905623935513325	94.81534429008393	859.4214323879715	0.09996227795308349	0.009093662447352048	1915.7546189631262	0.00048493224425905145	0.00044258718523727667	-61.494866221469685	30.844349234464826	-0.0012613480475587805	2.0187400832398974	0.6499065684418693	-5.483993425382419e-6	4.0162511598576026e-7	-0.7180487013202629
15	6	2000	200	3	0.005440425838375718	0.10495225572322042	1244.957180117301	898.5163373412234	0.05869949245738214	96.78392452577408	860.0040867103489	0.0999563704357825	0.00909409432441588	1915.0626411052367	0.0005372451831800741	0.0004881715786956009	-58.63681208146374	29.425583846861244	-0.001153906770693588	1.9206185934282025	0.5207358048770258	-6.357957611670941e-6	4.639595195524491e-7	-0.6652217380689887
16	6	2000	200	3	0.0060076074156594035	0.10546629266744785	1187.576428645695	927.3170656310357	0.05759230986057079	98.66079402782742	860.4720621874916	0.09994950087189744	0.009094594501896414	1914.424987410954	0.0005988715258912693	0.0005413152922814695	-56.19123231363083	28.208504638439962	-0.0010629893457037374	1.8351471440054576	0.4191205128011385	-7.416106303456048e-6	5.387398401358657e-7	-0.6099109828715261
