"i"	"xct"	"nStableState"	"rosmax"	"rosmd"	"rosmin"	"camax"	"camd"	"camin"	"nadphmax"	"nadphmd"	"nadphmin"	"gshmax"	"gshmd"	"gshmin"	"gssgmax"	"gssgmd"	"gssgmin"	"cysmax"	"cysmd"	"cysmin"	"cys2max"	"cys2md"	"cys2min"	"glumax"	"glumd"	"glumin"	"pptaseRedmax"	"pptaseRedmd"	"pptaseRedmin"	"rtkPhosmax"	"rtkPhosmd"	"rtkPhosmin"	"glc"	"gln"	"cys2o"	"switchNadphRed"	"kGshPro"	"kGshRed"	"foldkRosDeg"	"foldkGshOx"
237	3	1	0.7031730038438258	0.7031730038438258	0.7031730038438258	0.8031730038438258	0.8031730038438258	0.8031730038438258	0.17795879097492975	0.17795879097492975	0.17795879097492975	264.8296099925997	264.8296099925997	264.8296099925997	1399.3037446830203	1399.3037446830203	1399.3037446830203	867.9074943067577	867.9074943067577	867.9074943067577	32.131507159153045	32.131507159153045	32.131507159153045	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.07901896207090564	0.07901896207090564	0.07901896207090564	0.011233561667495935	0.011233561667495935	0.011233561667495935	100	2000	200	0.7	0.00005	1.7	0.25	0.55
238	3	3	0.6618054484792592	0.062706676854639	0.007408126805222737	0.7618054484792591	0.162706676854639	0.10740812680522274	0.2767076870393098	0.20214844412161648	0.1782551091858746	1975.9865431729634	838.599896881689	272.8002862990083	1395.318406529816	1112.4186012384755	543.7252780928385	867.9074943067577	867.9074943067577	867.9074943067577	32.078094099859285	28.286560359599232	20.664710212524202	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09996252327472839	0.0992577954602222	0.08047661142843818	0.011052580155380189	0.009152664995552406	0.009094007396516522	100	2000	200	0.7	0.00005	1.7	0.30000000000000004	0.55
239	3	3	0.6264046279809196	0.09496306906007904	0.004902662386494572	0.7264046279809195	0.19496306906007904	0.10490266238649457	0.3007231443535859	0.19538472946699398	0.17853217607073132	2222.250609321639	692.475571468168	280.2291843689146	1391.6039574948627	1185.480763945236	420.5932450185007	867.9074943067577	867.9074943067577	867.9074943067577	32.02831160238462	29.265768014951874	19.014446588527075	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09997794316719327	0.09864719553609441	0.0817305313212573	0.010901495778955156	0.009204103199035482	0.009092732335244318	100	2000	200	0.7	0.00005	1.7	0.35000000000000003	0.55
240	3	3	0.5948171291149206	0.12548940258193292	0.0037213934117942497	0.6948171291149206	0.22548940258193292	0.10372139341179425	0.31752596307927	0.19166191123259949	0.1788004737985149	2372.403711499273	607.6467052052254	287.40101613661926	1388.0180416110104	1227.8951970767075	345.5166939296837	867.9074943067577	867.9074943067577	867.9074943067577	31.980251756428345	29.834222822216105	18.008241312908524	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09998431628756474	0.09797661587113911	0.08285250087984573	0.010769769155642171	0.009261264505579755	0.009092205450324412	100	2000	200	0.7	0.00005	1.7	0.4	0.55
241	3	3	0.5655746485573205	0.155357555513159	0.003016732624575802	0.6655746485573205	0.255357555513159	0.1030167326245758	0.33022744734595944	0.18918096752453858	0.179069096145778	2475.7655743695755	549.261620276162	294.5599952551441	1384.438552051748	1257.087739541239	293.83576249453245	867.9074943067577	867.9074943067577	867.9074943067577	31.932278038585466	30.22547268399759	17.315593274276452	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09998781643500411	0.09724932228508418	0.08389215254693622	0.010650517352875739	0.009324068242984845	0.009091916108644064	100	2000	200	0.7	0.00005	1.7	0.45	0.55
242	3	3	0.5374939703268149	0.18518468552286033	0.0025439631703722213	0.6374939703268149	0.2851846855228603	0.10254396317037223	0.34023434894880733	0.1873510301317442	0.17934790348216864	2551.7643452000234	505.20603586112946	301.96773156118076	1380.7346838987298	1279.1155317487553	255.83637707930848	867.9074943067577	867.9074943067577	867.9074943067577	31.882637350225213	30.52069776304006	16.80631066178899	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999003156548586	0.0964640820896805	0.08488984850261472	0.010538535109711393	0.009392839165772786	0.009091733003136928	100	2000	200	0.7	0.00005	1.7	0.5	0.55
243	3	3	0.5093724274006924	0.21573822407682833	0.002202995790818507	0.6093724274006924	0.31573822407682833	0.1022029957908185	0.34834477218407667	0.18589867428605714	0.17965047513556914	2610.156476496443	469.6233339997879	309.9808548865091	1376.7281222360655	1296.9068826794262	226.64031143109872	867.9074943067577	867.9074943067577	867.9074943067577	31.828939845164086	30.759144400601286	16.415013580923084	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999156062139763	0.0956079097514591	0.0858867584986633	0.010428968667388424	0.009468987714589096	0.009091606613730157	100	2000	200	0.7	0.00005	1.7	0.55	0.55
244	3	3	0.47952319934290266	0.24840040185048667	0.001944638531162446	0.5795231993429026	0.34840040185048665	0.10194463853116244	0.3550604211473201	0.18466242975398253	0.18000105379639908	2656.4877980857873	438.89437781696483	319.2316768469327	1372.1027112558538	1312.2713607708376	203.47465063642645	867.9074943067577	867.9074943067577	867.9074943067577	31.766948279719276	30.96506514001318	16.104538342426665	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999926801990625	0.0946434771238091	0.08694052018752295	0.01031560381629465	0.009556257374904014	0.009091514073393071	100	2000	200	0.7	0.00005	1.7	0.6000000000000001	0.55
245	3	3	0.44423318455170524	0.28667942057055457	0.0017416971297045782	0.5442331845517052	0.38667942057055454	0.10174169712970457	0.3607168576332211	0.18350000810572506	0.18046147396806533	2694.173141294722	409.62272006038444	331.32631994557477	1366.0553897065327	1326.907189649128	184.63197903195922	867.9074943067577	867.9074943067577	867.9074943067577	31.6858997131823	31.16122023793402	15.852001494366966	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999353573638194	0.0934591483381013	0.08817741551415892	0.01018564192959207	0.00966565080095219	0.009091443358968557	100	2000	200	0.7	0.00005	1.7	0.65	0.55
246	3	1	0.001577840429651582	0.001577840429651582	0.001577840429651582	0.10157784042965158	0.10157784042965158	0.10157784042965158	0.36554850904326464	0.36554850904326464	0.36554850904326464	2725.4398667686055	2725.4398667686055	2725.4398667686055	168.99861629501737	168.99861629501737	168.99861629501737	867.9074943067577	867.9074943067577	867.9074943067577	15.642477057862685	15.642477057862685	15.642477057862685	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999942110295363	0.0999942110295363	0.0999942110295363	0.009091387543399663	0.009091387543399663	0.009091387543399663	100	2000	200	0.7	0.00005	1.7	0.7000000000000001	0.55
247	3	1	0.0014426357596147178	0.0014426357596147178	0.0014426357596147178	0.10144263575961472	0.10144263575961472	0.10144263575961472	0.3697246847304274	0.3697246847304274	0.3697246847304274	2751.806432074988	2751.806432074988	2751.806432074988	155.81533364182602	155.81533364182602	155.81533364182602	867.9074943067577	867.9074943067577	867.9074943067577	15.465789552067182	15.465789552067182	15.465789552067182	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999475777032674	0.09999475777032674	0.09999475777032674	0.009091342353678694	0.009091342353678694	0.009091342353678694	100	2000	200	0.7	0.00005	1.7	0.75	0.55
248	3	1	0.0013290905602105188	0.0013290905602105188	0.0013290905602105188	0.10132909056021051	0.10132909056021051	0.10132909056021051	0.3733709722158366	0.3733709722158366	0.3733709722158366	2774.3451999962035	2774.3451999962035	2774.3451999962035	144.54594968121836	144.54594968121836	144.54594968121836	867.9074943067577	867.9074943067577	867.9074943067577	15.314752864450567	15.314752864450567	15.314752864450567	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999952095835398	0.0999952095835398	0.0999952095835398	0.009091305010337876	0.009091305010337876	0.009091305010337876	100	2000	200	0.7	0.00005	1.7	0.8	0.55
249	3	1	0.0012323341648483243	0.0012323341648483243	0.0012323341648483243	0.10123233416484832	0.10123233416484832	0.10123233416484832	0.37658261436646434	0.37658261436646434	0.37658261436646434	2793.8357724584957	2793.8357724584957	2793.8357724584957	134.80066345007228	134.80066345007228	134.80066345007228	867.9074943067577	867.9074943067577	867.9074943067577	15.184142730181192	15.184142730181192	15.184142730181192	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999558929045754	0.09999558929045754	0.09999558929045754	0.009091273626975815	0.009091273626975815	0.009091273626975815	100	2000	200	0.7	0.00005	1.7	0.8500000000000001	0.55
250	3	1	0.0011488651517665995	0.0011488651517665995	0.0011488651517665995	0.1011488651517666	0.1011488651517666	0.1011488651517666	0.37943321263044943	0.37943321263044943	0.37943321263044943	2810.858873226197	2810.858873226197	2810.858873226197	126.28911306622176	126.28911306622176	126.28911306622176	867.9074943067577	867.9074943067577	867.9074943067577	15.07006760584854	15.07006760584854	15.07006760584854	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999591292822362	0.09999591292822362	0.09999591292822362	0.009091246877986613	0.009091246877986613	0.009091246877986613	100	2000	200	0.7	0.00005	1.7	0.9	0.55
251	3	1	0.001076099172831564	0.001076099172831564	0.001076099172831564	0.10107609917283156	0.10107609917283156	0.10107609917283156	0.38198057561351306	0.38198057561351306	0.38198057561351306	2825.8561523512913	2825.8561523512913	2825.8561523512913	118.79047350367455	118.79047350367455	118.79047350367455	867.9074943067577	867.9074943067577	867.9074943067577	14.969567908161695	14.969567908161695	14.969567908161695	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999619209847206	0.09999619209847206	0.09999619209847206	0.009091223804409236	0.009091223804409236	0.009091223804409236	100	2000	200	0.7	0.00005	1.7	0.9500000000000001	0.55
252	3	1	0.0010120855991602776	0.0010120855991602776	0.0010120855991602776	0.10101208559916028	0.10101208559916028	0.10101208559916028	0.38427075727866694	0.38427075727866694	0.38427075727866694	2839.169570762288	2839.169570762288	2839.169570762288	112.13376429817602	112.13376429817602	112.13376429817602	867.9074943067577	867.9074943067577	867.9074943067577	14.880352090124086	14.880352090124086	14.880352090124086	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999643540303896	0.09999643540303896	0.09999643540303896	0.00909120369524604	0.00909120369524604	0.00909120369524604	100	2000	200	0.7	0.00005	1.7	1.	0.55
253	3	0	"ros"	"Median[ros]"	"ros"	"ca"	"Median[ca]"	"ca"	"nadph"	"Median[nadph]"	"nadph"	"gsh"	"Median[gsh]"	"gsh"	"gssg"	"Median[gssg]"	"gssg"	"cys"	"Median[cys]"	"cys"	"cys2"	"Median[cys2]"	"cys2"	"glu"	"Median[glu]"	"glu"	"pptaseRed"	"Median[pptaseRed]"	"pptaseRed"	"rtkPhos"	"Median[rtkPhos]"	"rtkPhos"	100	2000	200	0.7	0.00005	1.7	0.	0.6000000000000001
254	3	1	1.1541742254245686	1.1541742254245686	1.1541742254245686	1.2541742254245687	1.2541742254245687	1.2541742254245687	0.17554779079594182	0.17554779079594182	0.17554779079594182	198.9758327323323	198.9758327323323	198.9758327323323	1432.230633313154	1432.230633313154	1432.230633313154	867.9074943067577	867.9074943067577	867.9074943067577	32.57280618752944	32.57280618752944	32.57280618752944	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.06328883632011173	0.06328883632011173	0.06328883632011173	0.013644642898028699	0.013644642898028699	0.013644642898028699	100	2000	200	0.7	0.00005	1.7	0.05	0.6000000000000001
255	3	1	0.9491768939706066	0.9491768939706066	0.9491768939706066	1.0491768939706065	1.0491768939706065	1.0491768939706065	0.17627607777555657	0.17627607777555657	0.17627607777555657	219.0580684942361	219.0580684942361	219.0580684942361	1422.1895154322021	1422.1895154322021	1422.1895154322021	867.9074943067577	867.9074943067577	867.9074943067577	32.4382312018862	32.4382312018862	32.4382312018862	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0697691025464703	0.0697691025464703	0.0697691025464703	0.012536182156712119	0.012536182156712119	0.012536182156712119	100	2000	200	0.7	0.00005	1.7	0.1	0.6000000000000001
256	3	1	0.8449551248633471	0.8449551248633471	0.8449551248633471	0.9449551248633471	0.9449551248633471	0.9449551248633471	0.17674615671409857	0.17674615671409857	0.17674615671409857	231.93242996381076	231.93242996381076	231.93242996381076	1415.7523346974147	1415.7523346974147	1415.7523346974147	867.9074943067577	867.9074943067577	867.9074943067577	32.351957590198964	32.351957590198964	32.351957590198964	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.07329707615829557	0.07329707615829557	0.07329707615829557	0.01200522330579319	0.01200522330579319	0.01200522330579319	100	2000	200	0.7	0.00005	1.7	0.15000000000000002	0.6000000000000001
257	3	1	0.7760100427789911	0.7760100427789911	0.7760100427789911	0.8760100427789911	0.8760100427789911	0.8760100427789911	0.17710891176735608	0.17710891176735608	0.17710891176735608	241.82072327432095	241.82072327432095	241.82072327432095	1410.8081880421596	1410.8081880421596	1410.8081880421596	867.9074943067577	867.9074943067577	867.9074943067577	32.28569420468377	32.28569420468377	32.28569420468377	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.07570578405152086	0.07570578405152086	0.07570578405152086	0.011667823952218487	0.011667823952218487	0.011667823952218487	100	2000	200	0.7	0.00005	1.7	0.2	0.6000000000000001
