"i"	"xct"	"nStableState"	"rosmax"	"rosmd"	"rosmin"	"camax"	"camd"	"camin"	"nadphmax"	"nadphmd"	"nadphmin"	"gshmax"	"gshmd"	"gshmin"	"gssgmax"	"gssgmd"	"gssgmin"	"cysmax"	"cysmd"	"cysmin"	"cys2max"	"cys2md"	"cys2min"	"glumax"	"glumd"	"glumin"	"pptaseRedmax"	"pptaseRedmd"	"pptaseRedmin"	"rtkPhosmax"	"rtkPhosmd"	"rtkPhosmin"	"glc"	"gln"	"cys2o"	"switchNadphRed"	"kGshPro"	"kGshRed"
92	3	1	0.0010483692214790848	0.0010483692214790848	0.0010483692214790848	0.10104836922147908	0.10104836922147908	0.10104836922147908	0.7669999357474521	0.7669999357474521	0.7669999357474521	2846.4408979668656	2846.4408979668656	2846.4408979668656	108.49810069588722	108.49810069588722	108.49810069588722	867.9074943067577	867.9074943067577	867.9074943067577	7.455129915588356	7.455129915588356	7.455129915588356	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631704768125	0.09999631704768125	0.09999631704768125	0.009091213477325062	0.009091213477325062	0.009091213477325062	910	2000	200	0.7	0.00005	1.7
93	3	1	0.0010485107307418235	0.0010485107307418235	0.0010485107307418235	0.10104851073074182	0.10104851073074182	0.10104851073074182	0.7682093827965846	0.7682093827965846	0.7682093827965846	2846.706000769304	2846.706000769304	2846.706000769304	108.36554929466806	108.36554929466806	108.36554929466806	867.9074943067577	867.9074943067577	867.9074943067577	7.443392770639041	7.443392770639041	7.443392770639041	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631689358618	0.09999631689358618	0.09999631689358618	0.009091213490061045	0.009091213490061045	0.009091213490061045	920	2000	200	0.7	0.00005	1.7
94	3	1	0.0010486541623130207	0.0010486541623130207	0.0010486541623130207	0.10104865416231303	0.10104865416231303	0.10104865416231303	0.7693964430591522	0.7693964430591522	0.7693964430591522	2846.964681164449	2846.964681164449	2846.964681164449	108.23620909709571	108.23620909709571	108.23620909709571	867.9074943067577	867.9074943067577	867.9074943067577	7.431908761509004	7.431908761509004	7.431908761509004	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631672445948	0.09999631672445948	0.09999631672445948	0.009091213504039393	0.009091213504039393	0.009091213504039393	930	2000	200	0.7	0.00005	1.7
95	3	1	0.001048799393538043	0.001048799393538043	0.001048799393538043	0.10104879939353804	0.10104879939353804	0.10104879939353804	0.7705617323535287	0.7705617323535287	0.7705617323535287	2847.217152904226	2847.217152904226	2847.217152904226	108.10997322720709	108.10997322720709	108.10997322720709	867.9074943067577	867.9074943067577	867.9074943067577	7.420669786936366	7.420669786936366	7.420669786936366	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631654101139	0.09999631654101139	0.09999631654101139	0.009091213519201407	0.009091213519201407	0.009091213519201407	940	2000	200	0.7	0.00005	1.7
96	3	1	0.0010489463079697931	0.0010489463079697931	0.0010489463079697931	0.10104894630796979	0.10104894630796979	0.10104894630796979	0.7717058441186219	0.7717058441186219	0.7717058441186219	2847.4636205983747	2847.4636205983747	2847.4636205983747	107.98673938013282	107.98673938013282	107.98673938013282	867.9074943067577	867.9074943067577	867.9074943067577	7.409668087684234	7.409668087684234	7.409668087684234	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631634391813	0.09999631634391813	0.09999631634391813	0.009091213535491197	0.009091213535491197	0.009091213535491197	950	2000	200	0.7	0.00005	1.7
97	3	1	0.0010490947950213877	0.0010490947950213877	0.0010490947950213877	0.10104909479502139	0.10104909479502139	0.10104909479502139	0.7728293504212372	0.7728293504212372	0.7728293504212372	2847.704280193462	2847.704280193462	2847.704280193462	107.866409582589	107.866409582589	107.866409582589	867.9074943067577	867.9074943067577	867.9074943067577	7.398896228680349	7.398896228680349	7.398896228680349	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631613382379	0.09999631613382379	0.09999631613382379	0.00909121355285553	0.00909121355285553	0.00909121355285553	960	2000	200	0.7	0.00005	1.7
98	3	1	0.0010492447496410935	0.0010492447496410935	0.0010492447496410935	0.1010492447496411	0.1010492447496411	0.1010492447496411	0.7739328029095168	0.7739328029095168	0.7739328029095168	2847.939319422203	2847.939319422203	2847.939319422203	107.74888996821869	107.74888996821869	107.74888996821869	867.9074943067577	867.9074943067577	867.9074943067577	7.388347082264321	7.388347082264321	7.388347082264321	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631591134202	0.09999631591134202	0.09999631591134202	0.009091213571243683	0.009091213571243683	0.009091213571243683	970	2000	200	0.7	0.00005	1.7
99	3	1	0.0010493960720078903	0.0010493960720078903	0.0010493960720078903	0.10104939607200789	0.10104939607200789	0.10104939607200789	0.7750167337157955	0.7750167337157955	0.7750167337157955	2848.1689182252	2848.1689182252	2848.1689182252	107.63409056672029	107.63409056672029	107.63409056672029	867.9074943067577	867.9074943067577	867.9074943067577	7.378013812463101	7.378013812463101	7.378013812463101	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631567705781	0.09999631567705781	0.09999631567705781	0.009091213590607312	0.009091213590607312	0.009091213590607312	980	2000	200	0.7	0.00005	1.7
100	3	1	0.0010495486672461728	0.0010495486672461728	0.0010495486672461728	0.10104954866724618	0.10104954866724618	0.10104954866724618	0.7760816563119767	0.7760816563119767	0.7760816563119767	2848.3932491470646	2848.3932491470646	2848.3932491470646	107.52192510578777	107.52192510578777	107.52192510578777	867.9074943067577	867.9074943067577	867.9074943067577	7.3678898602218315	7.3678898602218315	7.3678898602218315	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631543152893	0.09999631543152893	0.09999631543152893	0.009091213610900315	0.009091213610900315	0.009091213610900315	990	2000	200	0.7	0.00005	1.7
101	3	1	0.0010497024451582191	0.0010497024451582191	0.0010497024451582191	0.10104970244515822	0.10104970244515822	0.10104970244515822	0.7771280663203133	0.7771280663203133	0.7771280663203133	2848.6124777087102	2848.6124777087102	2848.6124777087102	107.41231082496489	107.41231082496489	107.41231082496489	867.9074943067577	867.9074943067577	867.9074943067577	7.357968929523029	7.357968929523029	7.357968929523029	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999631517528737	0.09999631517528737	0.09999631517528737	0.009091213632078723	0.009091213632078723	0.009091213632078723	1000	2000	200	0.7	0.00005	1.7
