"i"	"xct"	"nStableState"	"rosmax"	"rosmd"	"rosmin"	"camax"	"camd"	"camin"	"nadphmax"	"nadphmd"	"nadphmin"	"gshmax"	"gshmd"	"gshmin"	"gssgmax"	"gssgmd"	"gssgmin"	"cysmax"	"cysmd"	"cysmin"	"cys2max"	"cys2md"	"cys2min"	"glumax"	"glumd"	"glumin"	"pptaseRedmax"	"pptaseRedmd"	"pptaseRedmin"	"tkPhosmax"	"tkPhosmd"	"tkPhosmin"	"glc"	"gln"	"cys2o"	"switchNadphRed"	"kGshPro"	"kGshRed"
46	3	3	0.5383555338894276	0.19886211722539585	0.0012212995415536111	0.6383555338894276	0.29886211722539585	0.10122129954155362	0.326518703304141	0.16940592867768334	0.16454927983362785	2586.2745530773036	355.2025589753142	218.35064779388873	1422.5432257823757	1354.117270191663	238.5812731406682	867.9074943067577	867.9074943067577	867.9074943067577	34.74997989676166	33.7537429231569	17.51227145147326	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999527798829329	0.09469826524384051	0.08022105707233095	0.011083886982151984	0.009551256629429504	0.009091299356563555	90	2000	200	0.7	0.00005	1.7
47	3	3	0.5343389951776814	0.20277327618936836	0.0012154205775189997	0.6343389951776813	0.30277327618936833	0.10121542057751899	0.33118501001562445	0.17179944123430657	0.16700529935664743	2592.645200510962	354.0971771367136	220.57029112825248	1421.433404115194	1354.6699611109634	235.3959494238393	867.9074943067577	867.9074943067577	867.9074943067577	34.23893845448549	33.283485238154164	17.26552830991781	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999531226408624	0.09458367827900793	0.08049887507494437	0.011049861107907424	0.009561721450762175	0.00909129652361106	92	2000	200	0.7	0.00005	1.7
48	3	3	0.5303542989591243	0.20667400234216293	0.0012098378963290692	0.6303542989591243	0.3066740023421629	0.10120983789632908	0.33577663337093905	0.17417285757065049	0.16944341390770087	2598.746966723036	353.02055038342496	222.78151290362842	1420.327793227506	1355.2082744876077	232.345066317802	867.9074943067577	867.9074943067577	867.9074943067577	33.74627572931178	32.82993829234113	17.029428488933288	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999534475040917	0.09446934261592953	0.0807715112213184	0.011016672373800277	0.009572186202763755	0.00909129383856293	94	2000	200	0.7	0.00005	1.7
49	3	3	0.526397214779653	0.21056691132512137	0.001204530297507267	0.6263972147796529	0.3105669113251214	0.10120453029750726	0.34029528632375133	0.17652635005297995	0.17186385473631458	2604.59639085559	351.96909908025077	224.98550733283392	1419.2257960129032	1355.7340001391947	229.4203542515251	867.9074943067577	867.9074943067577	867.9074943067577	33.271010795249865	32.39224152388036	16.803301121265267	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999537558064966	0.09435516479423528	0.08103928749435121	0.010984268742899025	0.009582659391816144	0.00909129129039421	96	2000	200	0.7	0.00005	1.7
50	3	3	0.5224634968306247	0.2144547550330357	0.0011994785449093383	0.6224634968306246	0.3144547550330357	0.10119947854490934	0.3447426349900895	0.17886008649210278	0.17426685401909758	2610.208688708708	350.93941901153516	227.18351458357083	1418.1267923875346	1356.2488401735525	226.61420532496604	867.9074943067577	867.9074943067577	867.9074943067577	32.81223040623974	31.969592984053754	16.586530315316402	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999540487535515	0.09424104580524306	0.08130251760305451	0.010952600500542444	0.009593150109682636	0.00909128886914124	98	2000	200	0.7	0.00005	1.7
51	3	3	0.5185488528900393	0.2183404429105712	0.0011946651452091617	0.6185488528900392	0.3183404429105712	0.10119466514520917	0.34912029972866243	0.1811742295674291	0.17665264528151028	2615.5978819949155	349.92824871660724	229.37683014300006	1417.0301346078202	1356.7544253210165	223.91960868186226	867.9074943067577	867.9074943067577	867.9074943067577	32.36908316392855	31.561244553917255	16.378549659499296	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999543274373325	0.09412688034754323	0.08156150873334152	0.01092161994525825	0.009603668108199442	0.009091286565777642	100	2000	200	0.7	0.00005	1.7
52	3	3	0.5146489105399648	0.22222706683841792	0.0011900741556072792	0.6146489105399647	0.3222270668384179	0.10119007415560727	0.3534298562569499	0.18346893620838328	0.17902146389169174	2620.776912787244	348.9324382738545	231.5668155838402	1415.9351418874	1357.2523305423929	221.33009328569813	867.9074943067577	867.9074943067577	867.9074943067577	31.940774262155664	31.16649763396785	16.17883737045697	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999545928494745	0.09401255593900641	0.08181656335774064	0.010891281087310427	0.009614223888377536	0.009091284372107232	102	2000	200	0.7	0.00005	1.7
53	3	3	0.5107591797699569	0.22611793041446795	0.0011856910163729585	0.6107591797699569	0.32611793041446796	0.10118569101637295	0.3576728367902105	0.18574435691342853	0.18137354764167196	2625.7577450963645	347.94891880592826	233.75491106036029	1414.84109414914	1357.744090276356	218.8396771311378	867.9074943067577	867.9074943067577	867.9074943067577	31.526560739397496	30.784699256894537	15.9869119991325	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999548458923996	0.09389795185552213	0.0820679811417826	0.010861539349494619	0.009624828806929466	0.00909128228067121	104	2000	200	0.7	0.00005	1.7
54	3	3	0.5068750108699495	0.2300165836508246	0.0011815024045666034	0.6068750108699494	0.3300165836508246	0.10118150240456661	0.36185073119286804	0.18800063498349667	0.1837091374354746	2630.5514552292043	346.97467195431057	235.94264994970504	1413.7472247044675	1358.2312137021647	216.4428220647179	867.9074943067577	867.9074943067577	867.9074943067577	31.125747178762833	30.415238580162928	15.802328621514965	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999550873890775	0.09378293785842312	0.08231606099230472	0.010832351264243804	0.009635495204078377	0.009091280284667469	106	2000	200	0.7	0.00005	1.7
55	3	3	0.5029915462377885	0.23392686439388594	0.0011774961058891977	0.6029915462377885	0.3339268643938859	0.10117749610588919	0.36596498813365685	0.19023790564167145	0.18602847810914927	2635.16831234405	346.0066985076721	238.13167616965566	1412.6527115944923	1358.715200425484	214.13439350729521	867.9074943067577	867.9074943067577	867.9074943067577	30.73768180208506	30.057543721153305	15.62467545162225	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999553180915391	0.09366737266150539	0.08256110330320356	0.010803674160238646	0.009646236557621648	0.00909127837788025	108	2000	200	0.7	0.00005	1.7
56	3	3	0.4991036643491593	0.23785294815933114	0.0011736609020974065	0.5991036643491593	0.33785294815933115	0.10117366090209741	0.3700170162375072	0.1924562950040527	0.18833181941517574	2639.6178504173517	345.04198525620967	240.32376485919212	1411.5566672497241	1359.1975570512152	211.90962447064413	867.9074943067577	867.9074943067577	867.9074943067577	30.361752910376303	29.711078903003752	15.453570823280305	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999555386883217	0.09355110207377268	0.08280341246828088	0.010775465830437954	0.009657067669715117	0.009091276554618591	110	2000	200	0.7	0.00005	1.7
57	3	3	0.49520591362167893	0.24179940859614157	0.0011699864718279773	0.595205913621679	0.34179940859614155	0.10116998647182797	0.3740081852284818	0.1946559188571041	0.19061941721371042	2643.9089326687435	344.0774689691294	242.52084731906342	1410.4581260197883	1359.6798151947553	209.76408334494843	867.9074943067577	867.9074943067577	867.9074943067577	29.997385627480032	29.37534188437801	15.288660494828466	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999557498109997	0.09343395673399787	0.0830432997502726	0.010747684171606032	0.009668004894869391	0.009091274809662347	112	2000	200	0.7	0.00005	1.7
58	3	3	0.4912924331921317	0.2457712915121765	0.0011664633030082695	0.5912924331921317	0.3457712915121765	0.10116646330300827	0.37793982705918533	0.1968368811833542	0.19289153492691216	2648.049809347921	343.1099961324071	244.725041399548	1409.3560289795462	1360.1635516131166	207.69364500535954	867.9074943067577	867.9074943067577	867.9074943067577	29.64403890721174	29.049861651276434	15.129615237268247	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999559520399293	0.09331574932566393	0.08328108662215587	0.010720286782792288	0.009679066420433901	0.009091273138214714	114	2000	200	0.7	0.00005	1.7
59	3	3	0.48735685662882244	0.24977420639578252	0.0011630826153081308	0.5873568566288224	0.3497742063957825	0.10116308261530813	0.38181323702299624	0.19899927235843703	0.1951484453317494	2652.0481696657075	342.13627670464615	246.93868892700533	1408.2492052158175	1360.650411326997	205.69446484646633	867.9074943067577	867.9074943067577	867.9074943067577	29.30120276656327	28.734196353973477	14.976128671779868	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999561459093136	0.0931962711224697	0.0835171087347422	0.01069323050647837	0.009690272614726896	0.009091271535860354	116	2000	200	0.7	0.00005	1.7
60	3	3	0.4833921931862909	0.2538144407870419	0.0011598362913178618	0.5833921931862909	0.3538144407870419	0.10115983629131786	0.38562967484623706	0.2011431669155887	0.19739043279379212	2655.9111885482444	341.1528295972206	249.16440233359208	1407.1363485125241	1361.1421348807098	203.76295540519797	867.9074943067577	867.9074943067577	867.9074943067577	28.968395708512826	28.427931477507336	14.827915327120925	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999563319116814	0.09307528766023518	0.08375172071850032	0.010666470890732856	0.009701646463469289	0.009091269998528387	118	2000	200	0.7	0.00005	1.7
61	3	3	0.47939067916914235	0.25789910489666296	0.0011567168153307828	0.5793906791691423	0.35789910489666293	0.10115671681533078	0.38939036575804614	0.2032686207349297	0.19961779608347852	2659.6455688049923	340.1559167776595	251.40512347959373	1406.0159879395233	1361.6405912904904	201.89576527682397	867.9074943067577	867.9074943067577	867.9074943067577	28.645162297323036	28.130678240306374	14.684708891329372	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999565105018557	0.09295253325273564	0.08398530210549011	0.010639961542897307	0.009713214123105886	0.00909126852245958	120	2000	200	0.7	0.00005	1.7
62	3	3	0.4753435889742038	0.2620363168715357	0.0011537172187695345	0.5753435889742038	0.3620363168715357	0.10115371721876953	0.39309650153624864	0.20537566745787966	0.20183085197349523	2663.2575792256143	339.1414616992918	253.66419886888127	1404.8864502448794	1362.1478188296742	200.08976006651304	867.9074943067577	867.9074943067577	867.9074943067577	28.331070846374296	27.842072223175585	14.546260635489004	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999566821004789	0.09282770395401575	0.0842182647719376	0.0106136533337838	0.009725005631237252	0.009091267104177219	122	2000	200	0.7	0.00005	1.7
63	3	3	0.471240990885001	0.2662354436042948	0.0011508310314319648	0.5712409908850009	0.36623544360429483	0.10115083103143196	0.39674924152796776	0.2074643138416458	0.20402993990145452	2666.7530890558965	338.1049459578987	255.94547727312414	1403.745811042758	1362.6660767003707	198.34200515137198	867.9074943067577	867.9074943067577	867.9074943067577	28.025711172619978	27.561772241030805	14.412337990171295	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999568470971516	0.09270044839732895	0.08445106247409297	0.01058749339399216	0.009737055831842	0.009091265740461154	124	2000	200	0.7	0.00005	1.7
64	3	3	0.46707142579315486	0.27050741888639124	0.0011480522378466641	0.5670714257931548	0.3705074188863912	0.10114805223784666	0.4003497136440906	0.2095345336377632	0.20621542811313756	2670.1375992470025	337.04127530225827	258.25343856520243	1402.591830396719	1363.197912028191	196.6497500558189	867.9074943067577	867.9074943067577	867.9074943067577	27.728692361019757	27.28945948418423	14.282723257618045	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999570058532324	0.09257035567619817	0.08468420331440103	0.010561423817228284	0.009749405599770711	0.009091264428324669	126	2000	200	0.7	0.00005	1.7
65	3	3	0.46282147615072056	0.2748651715772267	0.0011453752381253013	0.5628214761507205	0.37486517157722665	0.1011453752381253	0.403899015327009	0.21158625937254028	0.20838772190779703	2673.416270824142	335.9446017483639	260.593366948727	1401.4218662049566	1363.746248805138	195.01041426724908	867.9074943067577	867.9074943067577	867.9074943067577	27.43964046391943	27.024836977609855	14.157212444837581	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999571587043417	0.09243693901599402	0.08491826639187598	0.010535379943323426	0.009762103491240253	0.009091263164993783	128	2000	200	0.7	0.00005	1.7
66	3	3	0.4584751748119116	0.27932421410970065	0.0011427948127816778	0.5584751748119116	0.37932421410970063	0.10114279481278168	0.40739821449130836	0.2136193710730796	0.2105472749412835	2676.593950679047	334.80808143637495	262.9715888893179	1400.2327552346612	1364.3145089611326	193.42157433979668	867.9074943067577	867.9074943067577	867.9074943067577	27.15819602908568	26.767629440726182	14.035614204605624	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999573059626037	0.09229961330711255	0.08515392456767715	0.010509288025096238	0.009775208015673638	0.009091261947888713	130	2000	200	0.7	0.00005	1.7
67	3	3	0.4540131737842765	0.2839034712928775	0.0011403060910569085	0.5540131737842765	0.3839034712928775	0.10114030609105691	0.4108483504372894	0.2156336804219432	0.21269460510343569	2679.675195054515	333.6235359213958	265.39580800814997	1399.020645675245	1364.9067817186221	191.88095215206266	867.9074943067577	867.9074943067577	867.9074943067577	26.88401129621699	26.517583686631248	13.917748872933512	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999574479186597	0.09215766343267202	0.08539197641485383	0.010483061967927594	0.009788790839554192	0.009091260774607243	132	2000	200	0.7	0.00005	1.7
68	3	3	0.44941154111881887	0.28862648116484496	0.0011379045223510297	0.5494115411188188	0.38862648116484494	0.10113790452235104	0.4142504347373778	0.2176289078452192	0.21483031746454978	2682.664290957893	332.3809637082294	267.8755900851629	1397.7807546367387	1365.5280678252054	190.38640420037353	867.9074943067577	867.9074943067577	867.9074943067577	26.616746806179933	26.27446979751403	13.80344759292834	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999575848434789	0.09201019833383532	0.08563339241087006	0.010456598629312416	0.009802941434614527	0.009091259642909756	134	2000	200	0.7	0.00005	1.7
69	3	3	0.4446399593737567	0.2935231944452263	0.0011355858504116245	0.5446399593737568	0.3935231944452263	0.10113558585041163	0.4176054520956185	0.2196046482505088	0.2169551385740371	2685.565275713041	331.06781062050106	270.42308954421156	1396.5070049072144	1366.1846443690695	188.9359118227996	867.9074943067577	867.9074943067577	867.9074943067577	26.35606699075187	26.03808349139499	13.692551516151939	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999577169899876	0.09185608211194334	0.08587938407528764	0.010429770796345201	0.009817774052029273	0.009091258550705751	136	2000	200	0.7	0.00005	1.7
70	3	3	0.4396589157363037	0.29863278248856984	0.001133346089974574	0.5396589157363036	0.3986327824885698	0.10113334608997457	0.4209143611805639	0.22156031767733164	0.21906996984844632	2688.381954836486	329.6678336750243	273.05418271639985	1395.19145832112	1366.8846328418078	187.52757226107713	867.9074943067577	867.9074943067577	867.9074943067577	26.1016339674533	25.80825044028273	13.584911073614407	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999578445945426	0.09169382641489467	0.08613151180659698	0.010402416244236946	0.009833438619175947	0.009091257496041696	138	2000	200	0.7	0.00005	1.7
71	3	3	0.43441509471826756	0.30400824280971595	0.001131181505590151	0.5344150947182675	0.4040082428097159	0.10113118150559014	0.4241780954319591	0.22349506598953922	0.22117597491897711	2691.1179184026423	328.1592402811988	275.7903260327745	1393.823386662933	1367.6389295387207	186.15959047799896	867.9074943067577	867.9074943067577	867.9074943067577	25.853098051630017	25.584834013797934	13.480385309435182	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999579678782601	0.09152141376422016	0.08639186176304757	0.010374319799509842	0.00985013863501216	0.009091256477090014	140	2000	200	0.7	0.00005	1.7
72	3	3	0.4288333323097825	0.3097244432849026	0.0011290885923997517	0.5288333323097825	0.4097244432849026	0.10112908859239976	0.42739756384169797	0.2254076247338463	0.22327473181412563	2693.776556044725	326.51144115170933	278.66180073442814	1392.387649312106	1368.4628291034655	184.83027165695754	867.9074943067577	867.9074943067577	867.9074943067577	25.61008189231836	25.367749529311165	13.378841270988325	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999580870482214	0.09133598867347946	0.08666335493803747	0.010345182004504332	0.009868162467158216	0.009091255492139138	142	2000	200	0.7	0.00005	1.7
73	3	3	0.42280136086653386	0.31589337574237536	0.0011270640586574121	0.5228013608665338	0.4158933757423753	0.10112706405865741	0.43057365170958206	0.2272960193423326	0.2253685207993924	2696.3610707219746	324.67889702137495	281.71386398040505	1390.8616176891176	1369.3791011686326	183.53801431833273	867.9074943067577	867.9074943067577	867.9074943067577	25.372151114817953	25.156992114468657	13.280153450035005	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999582022985644	0.09113327136501703	0.08695033362410957	0.010314559657702102	0.009887942775931104	0.009091254539584474	144	2000	200	0.7	0.00005	1.7
74	3	3	0.4161374357846297	0.32269652787843317	0.0011251048098140039	0.5161374357846297	0.42269652787843315	0.101125104809814	0.4337072213744586	0.22915695989304846	0.22746093365972675	2698.8744913697396	322.5880657203238	285.0197997870236	1389.2086497858083	1370.4245168191583	182.28130399445024	867.9074943067577	867.9074943067577	867.9074943067577	25.13875272665161	24.95269691531039	13.18420326994795	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999583138114768	0.09090631227538015	0.08725980707624409	0.010281739498167812	0.009910182796799992	0.00909125361792021	146	2000	200	0.7	0.00005	1.7
75	3	3	0.40850923435342024	0.3304659830995588	0.0011232079340043556	0.5085092343534202	0.43046598309955875	0.10112320793400437	0.43679911292134643	0.23098431885397966	0.22955839599928513	2701.3196845365705	320.10471248839536	288.7136068937417	1387.3617462324491	1371.6661934351225	181.05870741103487	867.9074943067577	867.9074943067577	867.9074943067577	24.9090613364583	24.755291591287428	13.090878614661522	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999584217580978	0.09064236849772721	0.08760457522702741	0.010245421361386068	0.009936173153780488	0.009091252725731842	148	2000	200	0.7	0.00005	1.7
76	3	3	0.3991656886155596	0.33995258645306853	0.0011213706887950093	0.4991656886155596	0.4399525864530685	0.10112137068879501	0.43985014486518165	0.23276411194359836	0.2316751864251282	2703.699365101545	316.9258493935561	293.0980576767625	1385.169520840939	1373.255624982542	179.86886712854758	867.9074943067577	867.9074943067577	867.9074943067577	24.681470011865613	24.56600426285105	13.000073395446591	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999585262993411	0.0903125637453698	0.08801356887038628	0.01020266899292695	0.009968841017146846	0.00909125186168939	150	2000	200	0.7	0.00005	1.7
77	3	3	0.3852506580510586	0.35401227082197445	0.0011195904890667352	0.4852506580510586	0.4540122708219745	0.10111959048906674	0.44286111481183177	0.23444304474811112	0.23386488997461646	2706.0161061553868	311.90041683168965	299.32401511872615	1382.056542119957	1375.7683412634753	178.71049660162677	867.9074943067577	867.9074943067577	867.9074943067577	24.450374602471598	24.39007807797739	12.911687152019987	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999586275866447	0.08980677814154688	0.08859696000955193	0.0101423005324213	0.010019359592810332	0.009091251024541188	152	2000	200	0.7	0.00005	1.7
78	3	1	0.001117864895920774	0.001117864895920774	0.001117864895920774	0.10111786489592077	0.10111786489592077	0.10111786489592077	0.4458328000970364	0.4458328000970364	0.4458328000970364	2708.272348120385	2708.272348120385	2708.272348120385	177.58237561912782	177.58237561912782	177.58237561912782	867.9074943067577	867.9074943067577	867.9074943067577	12.825624684860836	12.825624684860836	12.825624684860836	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999587257626556	0.09999587257626556	0.09999587257626556	0.009091250213108231	0.009091250213108231	0.009091250213108231	154	2000	200	0.7	0.00005	1.7
79	3	1	0.0011161916065088482	0.0011161916065088482	0.0011161916065088482	0.10111619160650885	0.10111619160650885	0.10111619160650885	0.44876595840393363	0.44876595840393363	0.44876595840393363	2710.4704071765464	2710.4704071765464	2710.4704071765464	176.48334609104688	176.48334609104688	176.48334609104688	867.9074943067577	867.9074943067577	867.9074943067577	12.741795715927136	12.741795715927136	12.741795715927136	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999588209618578	0.09999588209618578	0.09999588209618578	0.009091249426278989	0.009091249426278989	0.009091249426278989	156	2000	200	0.7	0.00005	1.7
80	3	1	0.0011145684446990615	0.0011145684446990615	0.0011145684446990615	0.10111456844469906	0.10111456844469906	0.10111456844469906	0.4516613283598371	0.4516613283598371	0.4516613283598371	2712.6124830546855	2712.6124830546855	2712.6124830546855	175.4123081519773	175.4123081519773	175.4123081519773	867.9074943067577	867.9074943067577	867.9074943067577	12.66011457525006	12.66011457525006	12.66011457525006	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999589133111446	0.09999589133111446	0.09999589133111446	0.00909124866300466	0.00909124866300466	0.00909124866300466	158	2000	200	0.7	0.00005	1.7
81	3	1	0.0011129933524984125	0.0011129933524984125	0.0011129933524984125	0.10111299335249842	0.10111299335249842	0.10111299335249842	0.4545196301129178	0.4545196301129178	0.4545196301129178	2714.700666251155	2714.700666251155	2714.700666251155	174.36821655374277	174.36821655374277	174.36821655374277	867.9074943067577	867.9074943067577	867.9074943067577	12.580499911136103	12.580499911136103	12.580499911136103	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999590029303465	0.09999590029303465	0.09999590029303465	0.009091247922294828	0.009091247922294828	0.009091247922294828	160	2000	200	0.7	0.00005	1.7
82	3	1	0.0011114643821616057	0.0011114643821616057	0.0011114643821616057	0.1011114643821616	0.1011114643821616	0.1011114643821616	0.457341565889442	0.457341565889442	0.457341565889442	2716.736944713612	2716.736944713612	2716.736944713612	173.35007732251407	173.35007732251407	173.35007732251407	867.9074943067577	867.9074943067577	867.9074943067577	12.50287442193144	12.50287442193144	12.50287442193144	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999590899327138	0.09999590899327138	0.09999590899327138	0.009091247203213457	0.009091247203213457	0.009091247203213457	162	2000	200	0.7	0.00005	1.7
83	3	1	0.0011099796889229765	0.0011099796889229765	0.0011099796889229765	0.10110997968892298	0.10110997968892298	0.10110997968892298	0.4601278205322064	0.4601278205322064	0.4601278205322064	2718.7232100424517	2718.7232100424517	2718.7232100424517	172.3569446580942	172.3569446580942	172.3569446580942	867.9074943067577	867.9074943067577	867.9074943067577	12.427164607502672	12.427164607502672	12.427164607502672	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999591744253604	0.09999591744253604	0.09999591744253604	0.009091246504875231	0.009091246504875231	0.009091246504875231	164	2000	200	0.7	0.00005	1.7
84	3	1	0.0011085375242949657	0.0011085375242949657	0.0011085375242949657	0.10110853752429497	0.10110853752429497	0.10110853752429497	0.4628790620207984	0.4628790620207984	0.4628790620207984	2720.661263248281	2720.661263248281	2720.661263248281	171.3879180551795	171.3879180551795	171.3879180551795	867.9074943067577	867.9074943067577	867.9074943067577	12.353300538766318	12.353300538766318	12.353300538766318	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999592565096738	0.09999592565096738	0.09999592565096738	0.009091245826442168	0.009091245826442168	0.009091245826442168	166	2000	200	0.7	0.00005	1.7
85	3	1	0.0011071362298823567	0.0011071362298823567	0.0011071362298823567	0.10110713622988236	0.10110713622988236	0.10110713622988236	0.4655959419742992	0.4655959419742992	0.4655959419742992	2722.552820102033	2722.552820102033	2722.552820102033	170.44213962830364	170.44213962830364	170.44213962830364	867.9074943067577	867.9074943067577	867.9074943067577	12.281215643758367	12.281215643758367	12.281215643758367	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999593362816903	0.09999593362816903	0.09999593362816903	0.009091245167120511	0.009091245167120511	0.009091245167120511	168	2000	200	0.7	0.00005	1.7
86	3	1	0.0011057742316666161	0.0011057742316666161	0.0011057742316666161	0.10110577423166661	0.10110577423166661	0.10110577423166661	0.46827909613703145	0.46827909613703145	0.46827909613703145	2724.399516110899	2724.399516110899	2724.399516110899	169.5187916238706	169.5187916238706	169.5187916238706	867.9074943067577	867.9074943067577	867.9074943067577	12.21084650887749	12.21084650887749	12.21084650887749	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999594138324433	0.09999594138324433	0.09999594138324433	0.009091244526157853	0.009091244526157853	0.009091244526157853	170	2000	200	0.7	0.00005	1.7
87	3	1	0.0011044500347192384	0.0011044500347192384	0.0011044500347192384	0.10110445003471924	0.10110445003471924	0.10110445003471924	0.4709291448479396	0.4709291448479396	0.4709291448479396	2726.2029111502216	2726.2029111502216	2726.2029111502216	168.61709410420931	168.61709410420931	168.61709410420931	867.9074943067577	867.9074943067577	867.9074943067577	12.142132694062743	12.142132694062743	12.142132694062743	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999959489248284	0.0999959489248284	0.0999959489248284	0.00909124390284049	0.00909124390284049	0.00909124390284049	172	2000	200	0.7	0.00005	1.7
88	3	1	0.0011031622183070395	0.0011031622183070395	0.0011031622183070395	0.10110316221830704	0.10110316221830704	0.10110316221830704	0.47354669349417233	0.47354669349417233	0.47354669349417233	2727.964493778739	2727.964493778739	2727.964493778739	167.73630278995063	167.73630278995063	167.73630278995063	867.9074943067577	867.9074943067577	867.9074943067577	12.075016560780918	12.075016560780918	12.075016560780918	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999595626111771	0.09999595626111771	0.09999595626111771	0.00909124329649097	0.00909124329649097	0.00909124329649097	174	2000	200	0.7	0.00005	1.7
89	3	1	0.0011019094313559636	0.0011019094313559636	0.0011019094313559636	0.10110190943135597	0.10110190943135597	0.10110190943135597	0.47613233294942603	0.47613233294942603	0.47613233294942603	2729.6856852621218	2729.6856852621218	2729.6856852621218	166.87570704825916	166.87570704825916	166.87570704825916	867.9074943067577	867.9074943067577	867.9074943067577	12.009443111800898	12.009443111800898	12.009443111800898	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999596339989757	0.09999596339989757	0.09999596339989757	0.009091242706465821	0.009091242706465821	0.009091242706465821	176	2000	200	0.7	0.00005	1.7
90	3	1	0.0011006903882431716	0.0011006903882431716	0.0011006903882431716	0.10110069038824317	0.10110069038824317	0.10110069038824317	0.47868663999758526	0.47868663999758526	0.47868663999758526	2731.36784332752	2731.36784332752	2731.36784332752	166.03462801556023	166.03462801556023	166.03462801556023	867.9074943067577	867.9074943067577	867.9074943067577	11.945359841824752	11.945359841824752	11.945359841824752	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999597034856751	0.09999597034856751	0.09999597034856751	0.009091242132153465	0.009091242132153465	0.009091242132153465	178	2000	200	0.7	0.00005	1.7
91	3	1	0.0010995038648900634	0.0010995038648900634	0.0010995038648900634	0.10109950386489007	0.10109950386489007	0.10109950386489007	0.4812101777421849	0.4812101777421849	0.4812101777421849	2733.012265669838	2733.012265669838	2733.012265669838	165.21241684440093	165.21241684440093	165.21241684440093	867.9074943067577	867.9074943067577	867.9074943067577	11.882716598127981	11.882716598127981	11.882716598127981	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999959771141648	0.0999959771141648	0.0999959771141648	0.00909124157297226	0.00909124157297226	0.00909124157297226	180	2000	200	0.7	0.00005	1.7
92	3	1	0.001098348695131454	0.001098348695131454	0.001098348695131454	0.10109834869513146	0.10109834869513146	0.10109834869513146	0.48370349600219936	0.48370349600219936	0.48370349600219936	2734.6201932286685	2734.6201932286685	2734.6201932286685	164.40845306498582	164.40845306498582	164.40845306498582	867.9074943067577	867.9074943067577	867.9074943067577	11.821465450436143	11.821465450436143	11.821465450436143	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999598370338629	0.09999598370338629	0.09999598370338629	0.009091241028368698	0.009091241028368698	0.009091241028368698	182	2000	200	0.7	0.00005	1.7
